"ot2set","reagent","source_labware","source_slot","source_well","asp_height","dest_labware","dest_slot","dest_well","transfer_volume"
"set1.1_xtnPlate4_e1","hair_p4.A1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A1",4
"set1.1_xtnPlate4_e1","hair_p4.B1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B1",4
"set1.1_xtnPlate4_e1","hair_p4.D1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D1",4
"set1.1_xtnPlate4_e1","hair_p4.E1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E1",4
"set1.1_xtnPlate4_e1","hair_p4.F1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F1",4
"set1.1_xtnPlate4_e1","hair_p4.G1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G1",4
"set1.1_xtnPlate4_e1","hair_p4.H1_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H1",4
"set1.1_xtnPlate4_e1","hair_p4.A2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A2",4
"set1.1_xtnPlate4_e1","hair_p4.B2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B2",4
"set1.1_xtnPlate4_e1","hair_p4.C2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C2",4
"set1.1_xtnPlate4_e1","hair_p4.D2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D2",4
"set1.1_xtnPlate4_e1","hair_p4.E2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E2",4
"set1.1_xtnPlate4_e1","hair_p4.F2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F2",4
"set1.1_xtnPlate4_e1","hair_p4.G2_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G2",4
"set1.1_xtnPlate4_e1","hair_p4.A3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A3",4
"set1.1_xtnPlate4_e1","hair_p4.B3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B3",4
"set1.1_xtnPlate4_e1","hair_p4.C3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C3",4
"set1.1_xtnPlate4_e1","hair_p4.D3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D3",4
"set1.1_xtnPlate4_e1","hair_p4.E3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E3",4
"set1.1_xtnPlate4_e1","hair_p4.G3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G3",4
"set1.1_xtnPlate4_e1","hair_p4.H3_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H3",4
"set1.1_xtnPlate4_e1","hair_p4.A4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A4",4
"set1.1_xtnPlate4_e1","hair_p4.B4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B4",4
"set1.1_xtnPlate4_e1","xtnNeg_p4.C4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C4",4
"set1.1_xtnPlate4_e1","hair_p4.D4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D4",4
"set1.1_xtnPlate4_e1","hair_p4.E4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E4",4
"set1.1_xtnPlate4_e1","hair_p4.F4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F4",4
"set1.1_xtnPlate4_e1","hair_p4.G4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G4",4
"set1.1_xtnPlate4_e1","hair_p4.H4_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H4",4
"set1.1_xtnPlate4_e1","hair_p4.C5_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C5",4
"set1.1_xtnPlate4_e1","hair_p4.D5_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D5",4
"set1.1_xtnPlate4_e1","hair_p4.E5_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E5",4
"set1.1_xtnPlate4_e1","hair_p4.F5_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F5",4
"set1.1_xtnPlate4_e1","hair_p4.G5_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G5",4
"set1.1_xtnPlate4_e1","hair_p4.A6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A6",4
"set1.1_xtnPlate4_e1","hair_p4.B6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B6",4
"set1.1_xtnPlate4_e1","hair_p4.C6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C6",4
"set1.1_xtnPlate4_e1","hair_p4.D6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D6",4
"set1.1_xtnPlate4_e1","hair_p4.E6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E6",4
"set1.1_xtnPlate4_e1","hair_p4.F6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F6",4
"set1.1_xtnPlate4_e1","hair_p4.G6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G6",4
"set1.1_xtnPlate4_e1","hair_p4.H6_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H6",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H6",4
"set1.1_xtnPlate4_e1","hair_p4.A7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A7",4
"set1.1_xtnPlate4_e1","hair_p4.B7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B7",4
"set1.1_xtnPlate4_e1","hair_p4.C7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C7",4
"set1.1_xtnPlate4_e1","hair_p4.D7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D7",4
"set1.1_xtnPlate4_e1","hair_p4.E7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E7",4
"set1.1_xtnPlate4_e1","hair_p4.F7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F7",4
"set1.1_xtnPlate4_e1","hair_p4.G7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G7",4
"set1.1_xtnPlate4_e1","hair_p4.H7_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H7",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H7",4
"set1.1_xtnPlate4_e1","hair_p4.A8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A8",4
"set1.1_xtnPlate4_e1","hair_p4.B8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B8",4
"set1.1_xtnPlate4_e1","hair_p4.C8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C8",4
"set1.1_xtnPlate4_e1","hair_p4.D8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D8",4
"set1.1_xtnPlate4_e1","hair_p4.E8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E8",4
"set1.1_xtnPlate4_e1","hair_p4.F8_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F8",4
"set1.1_xtnPlate4_e1","hair_p4.A9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A9",4
"set1.1_xtnPlate4_e1","hair_p4.B9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B9",4
"set1.1_xtnPlate4_e1","hair_p4.C9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"C9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C9",4
"set1.1_xtnPlate4_e1","hair_p4.D9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"D9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D9",4
"set1.1_xtnPlate4_e1","hair_p4.E9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"E9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E9",4
"set1.1_xtnPlate4_e1","xtnNeg_p4.F9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"F9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F9",4
"set1.1_xtnPlate4_e1","hair_p4.G9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"G9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G9",4
"set1.1_xtnPlate4_e1","hair_p4.H9_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"H9",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H9",4
"set1.1_xtnPlate4_e1","hair_p4.A10_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"A10",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A10",4
"set1.1_xtnPlate4_e1","hair_p4.B10_e1","denvillewithaxygenbase_96_wellplate_200ul",1,"B10",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B10",4
"set1.2_xtnPlate4_e2","hair_p4.C1_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"C1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C1",4
"set1.2_xtnPlate4_e2","hair_p4.H2_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"H2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H2",4
"set1.2_xtnPlate4_e2","hair_p4.F3_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"F3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F3",4
"set1.2_xtnPlate4_e2","hair_p4.A5_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"A5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A5",4
"set1.2_xtnPlate4_e2","hair_p4.B5_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"B5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B5",4
"set1.2_xtnPlate4_e2","hair_p4.H5_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"H5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H5",4
"set1.2_xtnPlate4_e2","hair_p4.G8_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"G8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G8",4
"set1.2_xtnPlate4_e2","hair_p4.H8_e2","denvillewithaxygenbase_96_wellplate_200ul",4,"H8",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H8",4
"set1.3_xtnPlate.tamTiger1","hair_ptamTiger1.A1_e1","nest_96_wellplate_100ul_pcr_full_skirt",7,"A1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C10",4
"set1.3_xtnPlate.tamTiger1","hair_ptamTiger1.B1_e1","nest_96_wellplate_100ul_pcr_full_skirt",7,"B1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D10",4
"set1.4_xtnPlate.tamTiger2","hair_ptamTiger2.A2_e1","nest_96_wellplate_100ul_pcr_full_skirt",10,"A2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F10",4
"set1.5_xtnTubes","hair_t55_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"A1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E10",4
"set1.5_xtnTubes","hair_t1_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"B1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G10",4
"set1.5_xtnTubes","hair_t10_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"C1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H10",4
"set1.5_xtnTubes","hair_t11.T1_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"D1",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A11",4
"set1.5_xtnTubes","hair_t12.T1_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"A2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B11",4
"set1.5_xtnTubes","hair_t13.T1_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"B2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C11",4
"set1.5_xtnTubes","hair_t14.T1_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"C2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D11",4
"set1.5_xtnTubes","hair_t15_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"D2",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E11",4
"set1.5_xtnTubes","hair_t169_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"A3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F11",4
"set1.5_xtnTubes","hair_t2_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"B3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G11",4
"set1.5_xtnTubes","hair_t3_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"C3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H11",4
"set1.5_xtnTubes","hair_t4_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"D3",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"A12",4
"set1.5_xtnTubes","hair_t49_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"A4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"B12",4
"set1.5_xtnTubes","hair_t5_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"B4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"C12",4
"set1.5_xtnTubes","hair_t50_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"C4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"D12",4
"set1.5_xtnTubes","hair_t51_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"D4",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"E12",4
"set1.5_xtnTubes","hair_t52_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"A5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"F12",4
"set1.5_xtnTubes","hair_t6_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"B5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"G12",4
"set1.5_xtnTubes","hair_t7_e1","opentrons_24_tuberack_eppendorf_1.5ml_safelock_snapcap",3,"C5",1,"denvillewithaxygenbase_96_wellplate_200ul",2,"H12",4
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A1",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A2",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A3",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A4",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A5",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A6",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A7",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A8",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A9",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A10",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A11",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A1",1,"nest_96_wellplate_100ul_pcr_full_skirt",2,"A12",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A1",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A2",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A3",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A4",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A5",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A6",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A7",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A8",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A9",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A10",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A11",6
"set2_mm","mastermix","nest_96_wellplate_100ul_pcr_full_skirt",6,"A2",1,"nest_96_wellplate_100ul_pcr_full_skirt",5,"A12",6
